"10.0.10.88","172.217.29.195","80","TCP","66","43016 > 80 [ACK] Seq=157 Ack=5673 Win=40832 Len=0 TSval=3950111 TSecr=253448399","115","114"
"10.0.10.88","172.217.29.195","80","TCP","66","43016 > 80 [RST, ACK] Seq=157 Ack=5673 Win=40832 Len=0 TSval=3950111 TSecr=253448399","116",""
"172.217.29.195","10.0.10.88","43016","TCP","1484","[TCP segment of a reassembled PDU]","117",""
"10.0.10.88","172.217.29.195","80","TCP","54","43016 > 80 [RST] Seq=157 Win=0 Len=0","118",""
"172.217.29.195","10.0.10.88","43016","TCP","1484","[TCP segment of a reassembled PDU]","119",""
"10.0.10.88","172.217.29.195","80","TCP","54","43016 > 80 [RST] Seq=157 Win=0 Len=0","120",""
"172.217.29.195","10.0.10.88","43016","TCP","1484","[TCP segment of a reassembled PDU]","121",""
"10.0.10.88","172.217.29.195","80","TCP","54","43016 > 80 [RST] Seq=157 Win=0 Len=0","122",""
"172.217.29.195","10.0.10.88","43016","TCP","1484","[TCP segment of a reassembled PDU]","123",""
"10.0.10.88","172.217.29.195","80","TCP","54","43016 > 80 [RST] Seq=157 Win=0 Len=0","124",""
"172.217.29.195","10.0.10.88","43016","TCP","261","[TCP segment of a reassembled PDU]","125",""
"10.0.10.88","172.217.29.195","80","TCP","54","43016 > 80 [RST] Seq=157 Win=0 Len=0","126",""
"172.217.29.195","10.0.10.88","43016","HTTP","66","HTTP/1.1 200 OK  (text/html)","127",""
"10.0.10.88","172.217.29.195","80","TCP","54","43016 > 80 [RST] Seq=157 Win=0 Len=0","128",""
"10.0.10.88","172.217.29.193","443","TCP","66","57332 > 443 [ACK] Seq=1 Ack=1 Win=341 Len=0 TSval=3950592 TSecr=731586291","129",""
"10.0.10.88","172.217.29.197","443","TCP","66","38842 > 443 [ACK] Seq=1 Ack=1 Win=1949 Len=0 TSval=3950592 TSecr=842670511","130",""
"172.217.29.193","10.0.10.88","57332","TCP","66","[TCP ACKed unseen segment] 443 > 57332 [ACK] Seq=1 Ack=2 Win=179 Len=0 TSval=731631349 TSecr=3893850","131",""
"172.217.29.197","10.0.10.88","38842","TCP","66","[TCP ACKed unseen segment] 443 > 38842 [ACK] Seq=1 Ack=2 Win=232 Len=0 TSval=842760624 TSecr=3894027","132",""
"Palladiu_3d:da:1a","Broadcast","","ARP","42","Who has 10.0.10.1?  Tell 10.0.10.58","133",""
"10.0.10.97","224.0.0.251","5353","MDNS","182","Standard query 0x0000  PTR _sleep-proxy._udp.local, ""QM"" question PTR _airport._tcp.local, ""QM"" question PTR _pdl-datastream._tcp.local, ""QM"" question PTR _printer._tcp.local, ""QM"" question PTR _afpovertcp._tcp.local, ""QM"" question PTR _rfb._tcp.local, ""QM"" question PTR _adisk._tcp.local, ""QM"" question","134",""
"fe80::1c5c:97e4:3016:1ed2","ff02::fb","5353","MDNS","202","Standard query 0x0000  PTR _sleep-proxy._udp.local, ""QM"" question PTR _airport._tcp.local, ""QM"" question PTR _pdl-datastream._tcp.local, ""QM"" question PTR _printer._tcp.local, ""QM"" question PTR _afpovertcp._tcp.local, ""QM"" question PTR _rfb._tcp.local, ""QM"" question PTR _adisk._tcp.local, ""QM"" question","135",""
"10.0.10.97","224.0.0.251","5353","MDNS","298","Standard query response 0x0000  TXT PTR Gio\\342\\200\\231s Mac Pro._rfb._tcp.local","136",""
"fe80::1c5c:97e4:3016:1ed2","ff02::fb","5353","MDNS","318","Standard query response 0x0000  TXT PTR Gio\\342\\200\\231s Mac Pro._rfb._tcp.local","137",""
"10.0.10.1","224.0.0.251","5353","MDNS","820","Standard query response 0x0000  PTR 30-34-10-70.1 glpbd._sleep-proxy._udp.local PTR glpbd._airport._tcp.local TXT PTR glpbd._afpovertcp._tcp.local PTR glpbd._adisk._tcp.local","138",""
"fe80::9284:dff:fee8:7aa2","ff02::fb","5353","MDNS","840","Standard query response 0x0000  PTR 30-34-10-70.1 glpbd._sleep-proxy._udp.local PTR glpbd._airport._tcp.local TXT PTR glpbd._afpovertcp._tcp.local PTR glpbd._adisk._tcp.local","139",""
"10.0.10.53","224.0.0.251","5353","MDNS","213","Standard query response 0x0000  PTR HP Color LaserJet CP1515n (C28BBE)._pdl-datastream._tcp.local PTR HP Color LaserJet CP1515n (C28BBE)._printer._tcp.local","140",""
"fe80::1ec1:deff:fec2:8bbe","ff02::fb","5353","MDNS","634","Standard query response 0x0000  PTR HP Color LaserJet CP1515n (C28BBE)._pdl-datastream._tcp.local PTR HP Color LaserJet CP1515n (C28BBE)._printer._tcp.local","141",""
"10.0.10.88","172.217.29.206","443","TCP","66","44628 > 443 [ACK] Seq=1 Ack=1 Win=385 Len=0 TSval=3951104 TSecr=579273517","142",""
"10.0.10.88","172.217.29.202","443","TCP","66","38946 > 443 [ACK] Seq=1 Ack=1 Win=407 Len=0 TSval=3951104 TSecr=1505344866","143",""
"10.0.10.88","172.217.29.195","443","TCP","66","38274 > 443 [ACK] Seq=1 Ack=1 Win=1427 Len=0 TSval=3951104 TSecr=437049160","144",""
"10.0.10.88","172.217.29.206","443","TCP","66","44602 > 443 [ACK] Seq=1 Ack=1 Win=452 Len=0 TSval=3951104 TSecr=1422122663","145",""
"10.0.10.88","172.217.29.206","443","TLSv1.2","396","Application Data","146",""
"10.0.10.88","172.217.29.206","443","TLSv1.2","383","Application Data, Application Data","147",""
"172.217.29.206","10.0.10.88","44628","TCP","66","[TCP ACKed unseen segment] 443 > 44628 [ACK] Seq=1 Ack=2 Win=196 Len=0 TSval=579318578 TSecr=3894506","148",""
"172.217.29.202","10.0.10.88","38946","TCP","66","[TCP ACKed unseen segment] 443 > 38946 [ACK] Seq=1 Ack=2 Win=184 Len=0 TSval=1505391539 TSecr=3939424","149",""
"172.217.29.206","10.0.10.88","44602","TCP","66","[TCP ACKed unseen segment] 443 > 44602 [ACK] Seq=1 Ack=2 Win=207 Len=0 TSval=1422167725 TSecr=3894455","150",""
"172.217.29.195","10.0.10.88","38274","TCP","66","[TCP ACKed unseen segment] 443 > 38274 [ACK] Seq=1 Ack=2 Win=179 Len=0 TSval=437094224 TSecr=3894681","151",""
"172.217.29.206","10.0.10.88","44582","TCP","66","443 > 44582 [ACK] Seq=1 Ack=331 Win=523 Len=0 TSval=2028174414 TSecr=3951107","152","146"
"172.217.29.206","10.0.10.88","44582","TCP","66","443 > 44582 [ACK] Seq=1 Ack=648 Win=534 Len=0 TSval=2028174414 TSecr=3951108","153","147"
"172.217.29.206","10.0.10.88","44582","TLSv1.2","112","Application Data","154",""
"10.0.10.88","172.217.29.206","443","TCP","66","44582 > 443 [ACK] Seq=648 Ack=47 Win=1187 Len=0 TSval=3951133 TSecr=2028174415","155","154"
"172.217.29.206","10.0.10.88","44582","TLSv1.2","131","Application Data","156",""
"10.0.10.88","172.217.29.206","443","TCP","66","44582 > 443 [ACK] Seq=648 Ack=112 Win=1187 Len=0 TSval=3951152 TSecr=2028174548","157","156"
"172.217.29.206","10.0.10.88","44582","TLSv1.2","112","Application Data","158",""
"10.0.10.88","172.217.29.206","443","TCP","66","44582 > 443 [ACK] Seq=648 Ack=158 Win=1187 Len=0 TSval=3951152 TSecr=2028174548","159","158"
"10.0.10.88","172.217.29.206","443","TLSv1.2","112","Application Data","160",""
"172.217.29.206","10.0.10.88","44582","TCP","66","443 > 44582 [ACK] Seq=158 Ack=694 Win=534 Len=0 TSval=2028174632 TSecr=3951152","161","160"
"64.233.186.188","10.0.10.88","39226","TLSv1.2","394","Application Data","162",""
"10.0.10.88","64.233.186.188","443","TCP","66","39226 > 443 [ACK] Seq=1 Ack=329 Win=363 Len=0 TSval=3951193 TSecr=2570866817","163","162"
"10.0.10.88","216.58.202.138","443","TLSv1.2","445","Application Data","164",""
"216.58.202.138","10.0.10.88","47272","TCP","66","443 > 47272 [ACK] Seq=1 Ack=380 Win=212 Len=0 TSval=3744795984 TSecr=3951237","165","164"
"216.58.202.138","10.0.10.88","47272","TLSv1.2","587","Application Data","166",""
"10.0.10.88","216.58.202.138","443","TCP","66","47272 > 443 [ACK] Seq=380 Ack=522 Win=1416 Len=0 TSval=3951308 TSecr=3744796223","167","166"
"216.58.202.138","10.0.10.88","47272","TLSv1.2","1484","Application Data","168",""
"10.0.10.88","216.58.202.138","443","TCP","66","47272 > 443 [ACK] Seq=380 Ack=1940 Win=1439 Len=0 TSval=3951308 TSecr=3744796223","169","168"
"216.58.202.138","10.0.10.88","47272","TLSv1.2","1484","Application Data","170",""
"10.0.10.88","216.58.202.138","443","TCP","66","47272 > 443 [ACK] Seq=380 Ack=3358 Win=1435 Len=0 TSval=3951309 TSecr=3744796223","171","170"
"216.58.202.138","10.0.10.88","47272","TLSv1.2","1484","Application Data","172",""
"10.0.10.88","216.58.202.138","443","TCP","66","47272 > 443 [ACK] Seq=380 Ack=4776 Win=1426 Len=0 TSval=3951309 TSecr=3744796223","173","172"
"216.58.202.138","10.0.10.88","47272","TLSv1.2","1124","Application Data","174",""
"10.0.10.88","216.58.202.138","443","TCP","66","47272 > 443 [ACK] Seq=380 Ack=5834 Win=1418 Len=0 TSval=3951309 TSecr=3744796223","175","174"
"216.58.202.138","10.0.10.88","47272","TLSv1.2","100","Application Data","176",""
"10.0.10.88","216.58.202.138","443","TCP","66","47272 > 443 [ACK] Seq=380 Ack=5868 Win=1418 Len=0 TSval=3951309 TSecr=3744796223","177","176"
"200.132.35.220","10.0.10.88","47888","TCP","66","80 > 47888 [FIN, ACK] Seq=832 Ack=837 Win=31104 Len=0 TSval=84694141 TSecr=3950076","178",""
"10.0.10.88","200.132.35.220","80","TCP","66","47888 > 80 [ACK] Seq=837 Ack=833 Win=31360 Len=0 TSval=3951339 TSecr=84694141","179","178"
"10.0.10.97","255.255.255.255","50049","UDP","72","Source port: 50050  Destination port: 50049","180",""
"10.0.10.88","255.255.255.255","17500","DB-LSP-DISC","259","Dropbox LAN sync Discovery Protocol","181",""
"10.0.10.88","10.0.10.255","17500","DB-LSP-DISC","259","Dropbox LAN sync Discovery Protocol","182",""
"10.0.10.88","239.255.255.250","1900","SSDP","214","M-SEARCH * HTTP/1.1 ","183",""
"10.0.10.88","172.217.29.206","443","TLSv1.2","194","Application Data","184",""
"10.0.10.88","172.217.29.206","443","TLSv1.2","1393","Application Data","185",""
"172.217.29.206","10.0.10.88","44582","TCP","66","443 > 44582 [ACK] Seq=158 Ack=822 Win=544 Len=0 TSval=2028178173 TSecr=3952047","186","184"
"172.217.29.206","10.0.10.88","44582","TLSv1.2","153","Application Data","187","185"
"172.217.29.206","10.0.10.88","44582","TLSv1.2","645","Application Data","188",""
"10.0.10.88","172.217.29.206","443","TCP","66","44582 > 443 [ACK] Seq=2149 Ack=824 Win=1210 Len=0 TSval=3952105 TSecr=2028178357","189","188"
"172.217.29.206","10.0.10.88","44582","TLSv1.2","309","Application Data","190",""
"172.217.29.206","10.0.10.88","44582","TLSv1.2","112","[TCP Previous segment not captured] Application Data","191",""
"10.0.10.88","172.217.29.206","443","TCP","78","44582 > 443 [ACK] Seq=2149 Ack=1067 Win=1232 Len=0 TSval=3952106 TSecr=2028178359 SLE=1212 SRE=1258","192","190"
"172.217.29.206","10.0.10.88","44582","TLSv1.2","211","[TCP Retransmission] Application Data","193",""
"10.0.10.88","172.217.29.206","443","TCP","66","44582 > 443 [ACK] Seq=2149 Ack=1258 Win=1254 Len=0 TSval=3952192 TSecr=2028178678","194","191"
"10.0.10.88","172.217.29.206","443","TLSv1.2","112","Application Data","195",""
"172.217.29.206","10.0.10.88","44582","TCP","66","443 > 44582 [ACK] Seq=1258 Ack=2195 Win=555 Len=0 TSval=2028178751 TSecr=3952192","196","195"
"172.217.29.202","10.0.10.88","38834","TLSv1.2","129","[TCP ACKed unseen segment] Application Data","197",""
